ID;name;region;material;pricePerUnit;currency_code;leadTime;rating;category;contactEmail;contactPhone;address;isActive
9189;Waters, Griffin and Jennings;NA;Glass Panels;9596.15;USD;30;4.35;construction;contact@watersgriffinandjennings.com;+1-555-000-0000;NA Office;true
9190;Burns-Ramirez;MEA;Steel Rebars;8459.22;USD;34;4.75;construction;contact@burnsramirez.com;+1-555-000-0000;MEA Office;true
9191;Mcgrath and Sons;LATAM;Steel Rebars;1333.42;USD;10;4.25;construction;contact@mcgrathandsons.com;+1-555-000-0000;LATAM Office;true
9192;Anderson, Boyd and Mccarthy;LATAM;Glass Panels;12061.39;USD;22;3.45;construction;contact@andersonboydandmccarthy.com;+1-555-000-0000;LATAM Office;true
9193;Archer-Collins;EU;Scaffolding;12088.59;USD;29;4.75;construction;contact@archercollins.com;+1-555-000-0000;EU Office;true
9194;Juarez, Smith and Blackwell;NA;Glass Panels;2240.94;USD;35;2.75;construction;contact@juarezsmithandblackwell.com;+1-555-000-0000;NA Office;true
9195;Erickson Ltd;NA;Concrete Mixers;10207.23;USD;8;3.35;construction;contact@ericksonltd.com;+1-555-000-0000;NA Office;true
9196;Fox, Wright and Burke;MEA;Steel Rebars;12193.3;USD;24;3.35;construction;contact@foxwrightandburke.com;+1-555-000-0000;MEA Office;true
9197;Mendoza-Hicks;EU;Scaffolding;635.92;USD;11;4.85;construction;contact@mendozahicks.com;+1-555-000-0000;EU Office;true
9198;Dennis Group;MEA;Steel Rebars;10590.33;USD;26;3.65;construction;contact@dennisgroup.com;+1-555-000-0000;MEA Office;true
9199;Taylor, Johnson and Ramos;NA;Scaffolding;7420.29;USD;14;4.65;construction;contact@taylorjohnsonandramos.com;+1-555-000-0000;NA Office;true
9200;Hughes Ltd;MEA;Scaffolding;3183.25;USD;39;2.75;construction;contact@hughesltd.com;+1-555-000-0000;MEA Office;true
9201;Hunter, Henderson and Harris;NA;Scaffolding;6983.33;USD;14;3.75;construction;contact@hunterhendersonandharris.com;+1-555-000-0000;NA Office;true
9202;Burton-Anderson;MEA;Steel Rebars;13867.59;USD;24;4.65;construction;contact@burtonanderson.com;+1-555-000-0000;MEA Office;true
9203;Jackson-Hendrix;APAC;Concrete Mixers;3522.61;USD;21;4.05;construction;contact@jacksonhendrix.com;+1-555-000-0000;APAC Office;true
9204;Miller, Keller and Wilson;LATAM;Concrete Mixers;11416.97;USD;16;3.55;construction;contact@millerkellerandwilson.com;+1-555-000-0000;LATAM Office;true
9205;Perez-Peck;EU;Concrete Mixers;473.85;USD;35;4.45;construction;contact@perezpeck.com;+1-555-000-0000;EU Office;true
9206;Miller, Orr and Bauer;APAC;Cement Bags;7409.98;USD;20;4.55;construction;contact@millerorrandbauer.com;+1-555-000-0000;APAC Office;true
9207;Johns-Lewis;LATAM;Concrete Mixers;13535.41;USD;33;4.45;construction;contact@johnslewis.com;+1-555-000-0000;LATAM Office;true
9208;Reeves LLC;MEA;Scaffolding;1737.33;USD;32;4.15;construction;contact@reevesllc.com;+1-555-000-0000;MEA Office;true
9209;Thomas, Pearson and Williams;EU;Concrete Mixers;6585.01;USD;39;4.95;construction;contact@thomaspearsonandwilliams.com;+1-555-000-0000;EU Office;true
9210;Johnston Inc;EU;Cement Bags;4161.59;USD;17;2.85;construction;contact@johnstoninc.com;+1-555-000-0000;EU Office;true
9211;Moss-Stephens;LATAM;Cement Bags;5834.26;USD;7;3.55;construction;contact@mossstephens.com;+1-555-000-0000;LATAM Office;true
9212;Morrow, Jones and Collins;APAC;Steel Rebars;9215.36;USD;11;4.55;construction;contact@morrowjonesandcollins.com;+1-555-000-0000;APAC Office;true
9213;Raymond-Bryant;NA;Scaffolding;10348.89;USD;8;4.65;construction;contact@raymondbryant.com;+1-555-000-0000;NA Office;true
9214;Brown-Crawford;NA;Cement Bags;14246.97;USD;26;4.15;construction;contact@browncrawford.com;+1-555-000-0000;NA Office;true
9215;Sanford, Foster and Ramos;MEA;Steel Rebars;9078.95;USD;29;2.65;construction;contact@sanfordfosterandramos.com;+1-555-000-0000;MEA Office;true
9216;Rodriguez Inc;NA;Steel Rebars;3004.23;USD;23;2.85;construction;contact@rodriguezinc.com;+1-555-000-0000;NA Office;true
9217;West-Garcia;LATAM;Cement Bags;9081.67;USD;12;3.55;construction;contact@westgarcia.com;+1-555-000-0000;LATAM Office;true
9218;Newton and Sons;LATAM;Glass Panels;4870.1;USD;40;4.05;construction;contact@newtonandsons.com;+1-555-000-0000;LATAM Office;true
9219;Yang Group;APAC;Glass Panels;13448.04;USD;11;3.65;construction;contact@yanggroup.com;+1-555-000-0000;APAC Office;true
9220;Jones, Brown and Hayes;APAC;Steel Rebars;12812.09;USD;16;4.45;construction;contact@jonesbrownandhayes.com;+1-555-000-0000;APAC Office;true
9221;Johnson and Sons;APAC;Steel Rebars;14734.55;USD;27;3.45;construction;contact@johnsonandsons.com;+1-555-000-0000;APAC Office;true
9222;Lutz and Sons;MEA;Cement Bags;4610.52;USD;7;4.95;construction;contact@lutzandsons.com;+1-555-000-0000;MEA Office;true
9223;Peters, Webb and Garcia;NA;Scaffolding;113.56;USD;10;4.45;construction;contact@peterswebbandgarcia.com;+1-555-000-0000;NA Office;true
9224;Villa, Kirby and Wood;EU;Glass Panels;5130.97;USD;31;3.25;construction;contact@villakirbyandwood.com;+1-555-000-0000;EU Office;true
9225;Moreno and Sons;NA;Steel Rebars;3643.61;USD;29;2.65;construction;contact@morenoandsons.com;+1-555-000-0000;NA Office;true
9226;Turner-Winters;MEA;Steel Rebars;3946.65;USD;17;3.15;construction;contact@turnerwinters.com;+1-555-000-0000;MEA Office;true
9227;Phillips, Phillips and King;NA;Cement Bags;752.31;USD;29;4.15;construction;contact@phillipsphillipsandking.com;+1-555-000-0000;NA Office;true
9228;Walter Group;EU;Steel Rebars;4052.39;USD;33;5.05;construction;contact@waltergroup.com;+1-555-000-0000;EU Office;true
9229;Klein-Robinson;LATAM;Steel Rebars;6052.36;USD;28;3.55;construction;contact@kleinrobinson.com;+1-555-000-0000;LATAM Office;true
9230;Garcia, Morrison and Chavez;MEA;Glass Panels;10753.7;USD;16;3.05;construction;contact@garciamorrisonandchavez.com;+1-555-000-0000;MEA Office;true
9231;Flores PLC;MEA;Steel Rebars;2665.71;USD;29;2.55;construction;contact@floresplc.com;+1-555-000-0000;MEA Office;true
9232;Morrow and Sons;LATAM;Steel Rebars;1653.83;USD;10;4.15;construction;contact@morrowandsons.com;+1-555-000-0000;LATAM Office;true
9233;Thomas, Martinez and Morales;APAC;Cement Bags;1244.9;USD;5;3.35;construction;contact@thomasmartinezandmorales.com;+1-555-000-0000;APAC Office;true
9234;Mendez-Bell;NA;Concrete Mixers;1504.45;USD;34;4.85;construction;contact@mendezbell.com;+1-555-000-0000;NA Office;true
9235;Taylor Ltd;NA;Steel Rebars;10459.75;USD;13;3.25;construction;contact@taylorltd.com;+1-555-000-0000;NA Office;true
9236;Anderson Group;LATAM;Scaffolding;12484.93;USD;17;4.05;construction;contact@andersongroup.com;+1-555-000-0000;LATAM Office;true
9237;Brown, Wallace and Kirk;NA;Glass Panels;5145.11;USD;20;4.95;construction;contact@brownwallaceandkirk.com;+1-555-000-0000;NA Office;true
9238;Palmer Inc;EU;Concrete Mixers;8669.64;USD;12;4.05;construction;contact@palmerinc.com;+1-555-000-0000;EU Office;true
9239;Carter Ltd;EU;Concrete Mixers;8504.94;USD;5;4.75;construction;contact@carterltd.com;+1-555-000-0000;EU Office;true
9240;Wood, Johnson and Washington;EU;Steel Rebars;8655.2;USD;25;3.45;construction;contact@woodjohnsonandwashington.com;+1-555-000-0000;EU Office;true
9241;Beard PLC;EU;Glass Panels;2117.51;USD;15;3.55;construction;contact@beardplc.com;+1-555-000-0000;EU Office;true
9242;Bauer Ltd;NA;Steel Rebars;731.36;USD;28;4.25;construction;contact@bauerltd.com;+1-555-000-0000;NA Office;true
9243;Roman, Scott and Williams;MEA;Steel Rebars;7935.54;USD;31;4.55;construction;contact@romanscottandwilliams.com;+1-555-000-0000;MEA Office;true
9244;Garcia, Woods and Hooper;MEA;Cement Bags;1374.1;USD;6;4.85;construction;contact@garciawoodsandhooper.com;+1-555-000-0000;MEA Office;true
9245;Velasquez-Lee;LATAM;Cement Bags;9244.95;USD;34;4.85;construction;contact@velasquezlee.com;+1-555-000-0000;LATAM Office;true
9246;Scott, Chandler and Andrews;NA;Scaffolding;13637.69;USD;21;4.85;construction;contact@scottchandlerandandrews.com;+1-555-000-0000;NA Office;true
9247;Hernandez Group;LATAM;Glass Panels;7941.96;USD;12;3.85;construction;contact@hernandezgroup.com;+1-555-000-0000;LATAM Office;true
9248;Aguilar, Harris and Bradley;EU;Scaffolding;4922.15;USD;31;4.45;construction;contact@aguilarharrisandbradley.com;+1-555-000-0000;EU Office;true
9249;Ross, Jones and Clark;LATAM;Scaffolding;13806.21;USD;40;2.85;construction;contact@rossjonesandclark.com;+1-555-000-0000;LATAM Office;true
9250;Conner-Guerrero;LATAM;Glass Panels;2984;USD;40;4.25;construction;contact@connerguerrero.com;+1-555-000-0000;LATAM Office;true
9251;Carney-Miles;APAC;Glass Panels;4351.04;USD;39;3.45;construction;contact@carneymiles.com;+1-555-000-0000;APAC Office;true
9252;Scott Ltd;EU;Scaffolding;798.62;USD;38;2.95;construction;contact@scottltd.com;+1-555-000-0000;EU Office;true
9253;Herrera-Porter;EU;Glass Panels;9809.64;USD;33;4.25;construction;contact@herreraporter.com;+1-555-000-0000;EU Office;true
9254;Mitchell, Hawkins and Cameron;EU;Glass Panels;8260.63;USD;15;4.85;construction;contact@mitchellhawkinsandcameron.com;+1-555-000-0000;EU Office;true
9255;Henry, Ramirez and Calderon;NA;Scaffolding;10338.84;USD;24;4.05;construction;contact@henryramirezandcalderon.com;+1-555-000-0000;NA Office;true
9256;Edwards-Gill;EU;Scaffolding;8617.05;USD;40;3.35;construction;contact@edwardsgill.com;+1-555-000-0000;EU Office;true
9257;Brown PLC;MEA;Cement Bags;7892.52;USD;10;4.15;construction;contact@brownplc.com;+1-555-000-0000;MEA Office;true
9258;Nelson-Avery;NA;Cement Bags;11782.1;USD;34;4.45;construction;contact@nelsonavery.com;+1-555-000-0000;NA Office;true
9259;Foster-Smith;NA;Scaffolding;7071.51;USD;39;4.95;construction;contact@fostersmith.com;+1-555-000-0000;NA Office;true
9260;Sharp LLC;LATAM;Glass Panels;1986.71;USD;8;3.75;construction;contact@sharpllc.com;+1-555-000-0000;LATAM Office;true
9261;Park-Abbott;NA;Scaffolding;984.26;USD;14;3.45;construction;contact@parkabbott.com;+1-555-000-0000;NA Office;true
9262;Owens-Day;NA;Steel Rebars;9942.9;USD;16;4.45;construction;contact@owensday.com;+1-555-000-0000;NA Office;true
9263;Rollins-Ross;LATAM;Scaffolding;9763.87;USD;5;4.75;construction;contact@rollinsross.com;+1-555-000-0000;LATAM Office;true
9264;Hampton-Williams;NA;Cement Bags;4464.43;USD;12;3.15;construction;contact@hamptonwilliams.com;+1-555-000-0000;NA Office;true
9265;Chaney Inc;NA;Glass Panels;7576.95;USD;26;2.85;construction;contact@chaneyinc.com;+1-555-000-0000;NA Office;true
9266;Welch Ltd;NA;Steel Rebars;1511.44;USD;24;3.05;construction;contact@welchltd.com;+1-555-000-0000;NA Office;true
9267;Dixon-Martin;EU;Scaffolding;6393.93;USD;12;4.45;construction;contact@dixonmartin.com;+1-555-000-0000;EU Office;true
9268;Davis, Johnson and Lopez;MEA;Cement Bags;13832.04;USD;5;3.85;construction;contact@davisjohnsonandlopez.com;+1-555-000-0000;MEA Office;true
9269;Shaffer-Orr;MEA;Cement Bags;10360.86;USD;8;4.05;construction;contact@shafferorr.com;+1-555-000-0000;MEA Office;true
9270;Lucero-Lamb;LATAM;Glass Panels;3251.2;USD;11;4.85;construction;contact@lucerolamb.com;+1-555-000-0000;LATAM Office;true
9271;Alvarez Ltd;EU;Scaffolding;10314.62;USD;7;3.25;construction;contact@alvarezltd.com;+1-555-000-0000;EU Office;true
9272;Clark PLC;MEA;Glass Panels;13929.77;USD;33;2.55;construction;contact@clarkplc.com;+1-555-000-0000;MEA Office;true
9273;Blair Group;APAC;Scaffolding;10705.26;USD;34;2.85;construction;contact@blairgroup.com;+1-555-000-0000;APAC Office;true
9274;Davis, Berg and Bautista;LATAM;Glass Panels;5416.12;USD;30;4.15;construction;contact@davisbergandbautista.com;+1-555-000-0000;LATAM Office;true
9275;Hunt, Mercer and Mendoza;NA;Glass Panels;6921.7;USD;32;4.25;construction;contact@huntmercerandmendoza.com;+1-555-000-0000;NA Office;true
9276;Anderson, Richardson and Collins;NA;Scaffolding;5917.13;USD;14;2.55;construction;contact@andersonrichardsonandcollins.com;+1-555-000-0000;NA Office;true
9277;Clark Group;APAC;Scaffolding;9023.95;USD;13;3.35;construction;contact@clarkgroup.com;+1-555-000-0000;APAC Office;true
9278;Barrett-Robinson;EU;Steel Rebars;2214.11;USD;34;4.45;construction;contact@barrettrobinson.com;+1-555-000-0000;EU Office;true
9279;Bradley, Krause and Hunt;MEA;Concrete Mixers;9037.45;USD;12;3.35;construction;contact@bradleykrauseandhunt.com;+1-555-000-0000;MEA Office;true
9280;Mitchell-Lopez;NA;Steel Rebars;11356.56;USD;6;3.95;construction;contact@mitchelllopez.com;+1-555-000-0000;NA Office;true
9281;Soto PLC;EU;Scaffolding;6965.23;USD;13;2.75;construction;contact@sotoplc.com;+1-555-000-0000;EU Office;true
9282;Vaughan-Walker;LATAM;Scaffolding;10624.43;USD;29;3.45;construction;contact@vaughanwalker.com;+1-555-000-0000;LATAM Office;true
9283;Perkins-Johnson;EU;Glass Panels;4054.78;USD;40;4.45;construction;contact@perkinsjohnson.com;+1-555-000-0000;EU Office;true
9284;Mcmillan, Weber and Freeman;EU;Scaffolding;10225.34;USD;35;3.95;construction;contact@mcmillanweberandfreeman.com;+1-555-000-0000;EU Office;true
9285;Morales Group;LATAM;Concrete Mixers;1382.79;USD;13;3.65;construction;contact@moralesgroup.com;+1-555-000-0000;LATAM Office;true
9286;Campbell-Schmitt;MEA;Cement Bags;10990.19;USD;14;4.25;construction;contact@campbellschmitt.com;+1-555-000-0000;MEA Office;true
9287;Mahoney-Lee;APAC;Steel Rebars;12648.26;USD;33;4.25;construction;contact@mahoneylee.com;+1-555-000-0000;APAC Office;true
9288;Contreras Group;EU;Glass Panels;4165.51;USD;19;3.15;construction;contact@contrerasgroup.com;+1-555-000-0000;EU Office;true
9289;Morgan Ltd;APAC;Glass Panels;10822.39;USD;7;4.95;construction;contact@morganltd.com;+1-555-000-0000;APAC Office;true
9290;Thornton Ltd;NA;Cement Bags;2858.87;USD;27;3.55;construction;contact@thorntonltd.com;+1-555-000-0000;NA Office;true
9291;Houston-Gomez;LATAM;Steel Rebars;8674.33;USD;40;3.45;construction;contact@houstongomez.com;+1-555-000-0000;LATAM Office;true
9292;Yates-Davis;MEA;Steel Rebars;13961.17;USD;40;4.15;construction;contact@yatesdavis.com;+1-555-000-0000;MEA Office;true
9293;Martin-Hamilton;LATAM;Glass Panels;12685.94;USD;23;3.85;construction;contact@martinhamilton.com;+1-555-000-0000;LATAM Office;true
9294;Kaiser and Sons;LATAM;Concrete Mixers;9128.3;USD;30;4.95;construction;contact@kaiserandsons.com;+1-555-000-0000;LATAM Office;true
9295;Sparks-Adams;APAC;Scaffolding;2033.64;USD;10;4.55;construction;contact@sparksadams.com;+1-555-000-0000;APAC Office;true
9296;Nguyen-Wiley;MEA;Glass Panels;8112.49;USD;28;3.95;construction;contact@nguyenwiley.com;+1-555-000-0000;MEA Office;true
9297;Yoder, Carney and Wallace;LATAM;Steel Rebars;8815.98;USD;17;3.75;construction;contact@yodercarneyandwallace.com;+1-555-000-0000;LATAM Office;true
9298;Ho, Bowen and Smith;LATAM;Steel Rebars;3996.61;USD;21;2.85;construction;contact@hobowenandsmith.com;+1-555-000-0000;LATAM Office;true
9299;Benjamin-Jackson;APAC;Glass Panels;430.61;USD;8;2.55;construction;contact@benjaminjackson.com;+1-555-000-0000;APAC Office;true
9300;Schmidt Group;MEA;Scaffolding;11994.26;USD;33;4.45;construction;contact@schmidtgroup.com;+1-555-000-0000;MEA Office;true
9301;Carlson Group;NA;Scaffolding;14960.5;USD;29;3.15;construction;contact@carlsongroup.com;+1-555-000-0000;NA Office;true
9302;Taylor-Davis;EU;Concrete Mixers;12027.21;USD;30;3.05;construction;contact@taylordavis.com;+1-555-000-0000;EU Office;true
9303;Day, Peck and Khan;APAC;Cement Bags;242.37;USD;20;4.25;construction;contact@daypeckandkhan.com;+1-555-000-0000;APAC Office;true
9304;Matthews-Shaw;MEA;Glass Panels;3460.73;USD;29;4.85;construction;contact@matthewsshaw.com;+1-555-000-0000;MEA Office;true
9305;Castillo, Romero and Luna;MEA;Scaffolding;7969.65;USD;33;3.95;construction;contact@castilloromeroandluna.com;+1-555-000-0000;MEA Office;true
9306;Payne, Pham and Burns;LATAM;Concrete Mixers;10064.44;USD;8;3.95;construction;contact@paynephamandburns.com;+1-555-000-0000;LATAM Office;true
9307;Cabrera, Winters and Villarreal;MEA;Steel Rebars;3319.21;USD;23;3.95;construction;contact@cabrerawintersandvillarreal.com;+1-555-000-0000;MEA Office;true
9308;Anderson, Roberts and Rodriguez;APAC;Cement Bags;1730.53;USD;13;2.55;construction;contact@andersonrobertsandrodriguez.com;+1-555-000-0000;APAC Office;true
9309;Smith-Cooper;NA;Cement Bags;2421.74;USD;22;4.35;construction;contact@smithcooper.com;+1-555-000-0000;NA Office;true
9310;Johnston, Cole and Benton;APAC;Cement Bags;14987.19;USD;10;4.35;construction;contact@johnstoncoleandbenton.com;+1-555-000-0000;APAC Office;true
9311;Gibson-Leon;APAC;Glass Panels;4930.42;USD;24;3.45;construction;contact@gibsonleon.com;+1-555-000-0000;APAC Office;true
9312;Smith, Miller and Parker;LATAM;Steel Rebars;4045.98;USD;40;3.45;construction;contact@smithmillerandparker.com;+1-555-000-0000;LATAM Office;true
9313;Graham-Mckinney;NA;Glass Panels;5907.08;USD;14;2.95;construction;contact@grahammckinney.com;+1-555-000-0000;NA Office;true
9314;Long-Summers;LATAM;Glass Panels;212.77;USD;40;2.85;construction;contact@longsummers.com;+1-555-000-0000;LATAM Office;true
9315;Johnson Inc;MEA;Cement Bags;13140.39;USD;5;3.15;construction;contact@johnsoninc.com;+1-555-000-0000;MEA Office;true
9316;Contreras Group;MEA;Steel Rebars;4596.24;USD;16;4.35;construction;contact@contrerasgroup.com;+1-555-000-0000;MEA Office;true
9317;Wu, Campbell and Pearson;MEA;Steel Rebars;8440.56;USD;14;3.25;construction;contact@wucampbellandpearson.com;+1-555-000-0000;MEA Office;true
9318;Ingram-Ramirez;LATAM;Scaffolding;14275.19;USD;32;3.35;construction;contact@ingramramirez.com;+1-555-000-0000;LATAM Office;true
9319;Howard-Yu;APAC;Cement Bags;3054.83;USD;26;4.15;construction;contact@howardyu.com;+1-555-000-0000;APAC Office;true
9320;Munoz, Marshall and Hutchinson;LATAM;Glass Panels;7978.35;USD;22;4.25;construction;contact@munozmarshallandhutchinson.com;+1-555-000-0000;LATAM Office;true
9321;Walker and Sons;EU;Concrete Mixers;1700.12;USD;19;2.55;construction;contact@walkerandsons.com;+1-555-000-0000;EU Office;true
9322;Bowers, Solomon and May;NA;Scaffolding;4264.61;USD;30;4.85;construction;contact@bowerssolomonandmay.com;+1-555-000-0000;NA Office;true
9323;Rivera Ltd;APAC;Cement Bags;11083.67;USD;27;2.65;construction;contact@riveraltd.com;+1-555-000-0000;APAC Office;true
9324;Anderson-Oconnor;MEA;Steel Rebars;1287.78;USD;39;4.95;construction;contact@andersonoconnor.com;+1-555-000-0000;MEA Office;true
9325;Lester, Thomas and Wood;MEA;Concrete Mixers;3355.15;USD;25;2.75;construction;contact@lesterthomasandwood.com;+1-555-000-0000;MEA Office;true
9326;Mcmahon, Turner and Carter;MEA;Cement Bags;2263.5;USD;34;4.85;construction;contact@mcmahonturnerandcarter.com;+1-555-000-0000;MEA Office;true
9327;Spence-Wood;APAC;Concrete Mixers;12415.06;USD;38;4.15;construction;contact@spencewood.com;+1-555-000-0000;APAC Office;true
9328;Shaw Inc;MEA;Cement Bags;11671.85;USD;15;4.95;construction;contact@shawinc.com;+1-555-000-0000;MEA Office;true
9329;Phillips Inc;EU;Glass Panels;8848;USD;12;4.85;construction;contact@phillipsinc.com;+1-555-000-0000;EU Office;true
9330;Young-Everett;MEA;Scaffolding;231.39;USD;7;3.75;construction;contact@youngeverett.com;+1-555-000-0000;MEA Office;true
9331;Fritz Ltd;APAC;Glass Panels;2101.73;USD;30;4.25;construction;contact@fritzltd.com;+1-555-000-0000;APAC Office;true
9332;Wood PLC;MEA;Scaffolding;14151.68;USD;8;3.55;construction;contact@woodplc.com;+1-555-000-0000;MEA Office;true
9333;Stokes, Ross and Miller;NA;Concrete Mixers;10108.19;USD;11;3.25;construction;contact@stokesrossandmiller.com;+1-555-000-0000;NA Office;true
9334;Lewis Inc;MEA;Cement Bags;4953.83;USD;37;2.95;construction;contact@lewisinc.com;+1-555-000-0000;MEA Office;true
9335;Andersen, Davis and Gardner;MEA;Concrete Mixers;5349.44;USD;37;3.65;construction;contact@andersendavisandgardner.com;+1-555-000-0000;MEA Office;true
9336;Woods, Wilkins and Salazar;APAC;Scaffolding;7059.97;USD;33;3.05;construction;contact@woodswilkinsandsalazar.com;+1-555-000-0000;APAC Office;true
9337;Watson-Rogers;APAC;Cement Bags;4796.98;USD;24;4.95;construction;contact@watsonrogers.com;+1-555-000-0000;APAC Office;true
